id,is_entire_condo,is_entire_rental_unit,is_entire_home,is_room_in_hotel,is_entire_serviced_apartment,is_entire_townhouse,room_type,accommodates,beds,bedrooms,bathrooms,host_years,host_is_superhost,host_listings_count,calculated_host_listings_count,calculated_host_listings_count_entire_homes,host_response_time,host_response_rate,host_acceptance_rate,host_has_profile_pic,neighbourhood_group,neighbourhood,latitude,longitude,availability_365,availability_30,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_communication,instant_bookable,price,has_license,has_air_conditioning,has_hot_water,has_kitchen,has_gym,has_wifi,has_hair_dryer,has_microwave,has_refrigerator,has_pool,has_washer,review_scores_rating_missing,review_scores_cleanliness_missing,review_scores_location_missing,review_scores_communication_missing,host_response_rate_missing,host_acceptance_rate_missing,reviews_per_month_missing,drive_dist_hnl_km,drive_time_hnl_min,drive_dist_wk_km,drive_time_wk_min
20870062,True,False,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,8.41889117043121,True,4.0,4,4.0,within an hour,1.0,0.95,True,Honolulu,Waianae,21.46289419645493,-158.21173157322872,342,19.0,3,365.0,3.0,365.0,49,5,0.0,0.52,4.82,4.84,4.78,4.94,False,220.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,55.9,54.0,59.8,61.2
20887309,True,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,9.842573579739904,True,13.0,13,13.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27692,-157.82396,234,5.0,1,1125.0,1.0,1125.0,357,38,2.0,3.7,4.78,4.61,4.9,4.93,True,124.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,28.0,35.4,2.6,9.2
20906067,True,False,False,False,False,False,Entire home/apt,4.0,1.0,1.0,1.0,8.257357973990418,False,3.0,3,2.0,within an hour,1.0,0.94,True,Honolulu,Koolauloa,21.69882,-157.99469,263,23.0,3,300.0,3.0,300.0,90,17,2.0,0.94,4.66,4.6,4.83,4.88,False,290.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,68.3,70.0,71.3,73.8
20959464,True,False,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,10.242299794661191,False,287.0,219,218.0,within an hour,0.99,1.0,True,Honolulu,Primary Urban Center,21.2856,-157.83948,284,19.0,2,1125.0,2.0,1125.0,91,9,1.0,0.95,4.68,4.58,4.96,4.77,False,161.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,23.6,35.4,1.4,6.9
20962397,True,False,False,False,False,False,Entire home/apt,2.0,2.0,0.0,1.0,5.138945927446954,True,4.0,3,3.0,within an hour,1.0,0.98,True,Honolulu,Primary Urban Center,21.27915,-157.82682,174,22.0,1,1125.0,1.0,1125.0,276,22,2.0,2.85,4.66,4.63,4.9,4.84,True,168.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,26.0,34.7,2.3,8.9
20970621,True,False,False,False,False,False,Entire home/apt,2.0,2.0,0.0,1.0,8.28747433264887,False,2.0,1,1.0,within a day,0.7,0.7,True,Honolulu,Primary Urban Center,21.27104,-157.8205,22,4.0,1,30.0,1.0,30.0,168,17,1.0,1.77,4.63,4.39,4.95,4.81,False,181.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,27.5,34.0,3.7,11.8
20974585,True,False,False,False,False,False,Entire home/apt,4.0,3.0,1.0,1.0,8.804928131416839,False,61.0,55,55.0,within an hour,0.66,0.9,True,Honolulu,Primary Urban Center,21.27843,-157.83302,364,30.0,2,60.0,2.0,171.2,5,0,0.0,0.09,4.6,5.0,5.0,5.0,True,336.0,True,True,False,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,24.6,39.5,0.8,3.3
20982475,False,True,False,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,9.631759069130732,True,27.0,26,26.0,within an hour,1.0,1.0,True,Honolulu,Koolauloa,21.705,-157.99546,242,5.0,1,1125.0,2.9,418.7,34,2,0.0,0.48,4.85,4.85,5.0,4.88,True,471.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,69.0,72.2,72.0,76.0
20993692,True,False,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,10.28062970568104,True,121.0,119,119.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.2743,-157.82031,290,10.0,1,365.0,1.9,365.0,71,7,1.0,0.73,4.8,4.89,4.89,4.92,True,165.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,26.7,35.8,3.0,10.0
20996048,False,False,True,False,False,False,Entire home/apt,8.0,4.0,3.0,2.0,8.262833675564682,False,3.0,3,3.0,within an hour,0.83,0.98,True,Honolulu,Primary Urban Center,21.36816,-157.83908,347,12.0,30,1125.0,30.0,1125.0,46,1,0.0,0.48,4.78,4.85,4.59,4.89,True,140.0,False,True,False,True,False,True,True,False,False,False,True,0,0,0,0,0,0,0,22.3,25.8,14.2,21.4
20998530,False,True,False,False,False,False,Entire home/apt,3.0,2.0,0.0,1.0,8.974674880219029,True,3.0,3,3.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27655,-157.82384,80,6.0,4,1125.0,4.0,1125.0,188,26,3.0,1.95,4.87,4.91,4.95,4.95,True,180.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,28.0,35.6,2.7,9.6
21009843,False,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,8.213552361396303,True,1.0,1,1.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.28635,-157.8335,244,5.0,1,175.0,1.0,1125.0,1012,110,4.0,10.4,4.81,4.89,4.83,4.93,False,127.0,True,True,True,False,False,True,True,False,True,True,False,0,0,0,0,0,0,0,24.1,32.0,0.9,4.4
21009930,True,False,False,False,False,False,Entire home/apt,4.0,2.0,1.0,2.0,8.922655715263518,True,3.0,3,3.0,within an hour,1.0,0.99,True,Honolulu,Koolauloa,21.69965,-157.99244,279,7.0,4,40.0,4.0,40.0,42,1,0.0,0.44,4.71,4.64,4.93,4.83,True,199.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,68.1,69.5,71.2,73.3
21025553,False,False,False,False,False,False,Private room,4.0,3.0,2.0,1.0,8.210814510609172,False,1.0,1,0.0,missing,0.0,0.0,True,Honolulu,Koolaupoko,21.393196,-157.731186,252,18.0,29,90.0,29.0,1125.0,22,0,0.0,0.23,4.82,4.91,4.82,4.95,False,165.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,1,1,0,40.0,41.6,24.2,34.8
21025928,False,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,8.210814510609172,True,1.0,1,1.0,within an hour,1.0,0.99,True,Honolulu,Primary Urban Center,21.28792,-157.8336,207,8.0,1,364.0,1.0,1125.0,688,55,4.0,7.09,4.81,4.86,4.85,4.9,False,123.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,23.9,31.5,1.2,5.1
21026015,False,False,True,False,False,False,Entire home/apt,4.0,2.0,0.0,1.0,13.571526351813826,False,30.0,28,27.0,within an hour,0.98,0.99,True,Honolulu,Primary Urban Center,21.27802,-157.82408,239,0.0,2,120.0,2.0,120.0,69,5,0.0,0.73,4.36,4.22,4.81,4.7,True,95.0,True,True,True,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,26.2,34.5,2.5,8.6
21266831,True,False,False,False,False,False,Entire home/apt,4.0,2.0,0.0,1.0,8.78302532511978,True,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.28674,-157.8341,155,27.0,2,730.0,2.0,1125.0,78,12,1.0,0.85,4.95,4.9,5.0,4.99,False,137.0,False,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,24.1,32.6,0.8,4.6
21267509,False,False,True,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,9.64271047227926,True,3.0,3,3.0,within an hour,1.0,0.82,True,Honolulu,Primary Urban Center,21.26869,-157.81557,63,0.0,30,1125.0,30.0,1125.0,165,2,0.0,1.71,4.92,4.91,4.95,4.99,False,119.0,True,True,True,False,False,True,True,True,True,False,True,0,0,0,0,0,0,0,27.5,33.5,3.7,11.3
21295288,True,False,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,9.604380561259411,True,206.0,204,204.0,within an hour,0.99,1.0,True,Honolulu,Primary Urban Center,21.2769758,-157.8229577,241,14.0,1,1125.0,13.2,672.0,5,3,1.0,0.06,4.4,4.6,5.0,4.8,True,112.0,True,True,True,True,False,True,True,False,True,True,True,0,0,0,0,0,0,0,26.3,35.4,2.6,9.5
21296095,True,False,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,8.15605749486653,False,1.0,1,1.0,within an hour,1.0,0.9,True,Honolulu,Primary Urban Center,21.27315,-157.81996,170,20.0,3,1125.0,3.0,1125.0,219,27,1.0,2.31,4.59,4.52,4.88,4.73,False,181.0,True,True,False,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,27.5,33.6,3.7,11.4
21301472,True,False,False,False,False,False,Entire home/apt,3.0,1.0,1.0,1.0,8.799452429842573,False,34.0,22,22.0,within a few hours,1.0,0.95,True,Honolulu,Primary Urban Center,21.27177,-157.82172,364,30.0,1,60.0,1.0,170.2,3,1,1.0,0.03,3.0,4.33,4.67,3.33,True,161.0,True,True,False,True,False,True,True,True,False,False,False,0,0,0,0,0,0,0,27.5,33.5,3.8,11.3
21304350,True,False,False,False,False,False,Entire home/apt,6.0,3.0,1.0,2.0,11.52908966461328,False,1.0,1,1.0,a few days or more,0.33,0.0,True,Honolulu,Primary Urban Center,21.27941,-157.83068,337,23.0,7,14.0,7.0,14.0,2,0,0.0,0.02,5.0,5.0,5.0,5.0,False,181.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,24.8,41.2,1.1,5.0
21324311,True,False,False,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,9.604380561259411,True,206.0,204,204.0,within an hour,0.99,1.0,True,Honolulu,Primary Urban Center,21.26238,-157.82114,92,14.0,1,1125.0,3.5,1033.0,2,0,0.0,0.04,5.0,4.5,5.0,4.5,True,112.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,29.0,37.0,5.3,14.8
21329467,True,False,False,False,False,False,Entire home/apt,6.0,2.0,2.0,2.0,11.394934976043803,False,1.0,1,1.0,within a day,0.5,0.67,True,Honolulu,Ewa,21.33134,-158.1201,101,0.0,7,7.0,7.0,7.0,4,2,0.0,0.05,5.0,5.0,5.0,5.0,False,695.0,False,True,True,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,41.6,39.6,45.5,46.9
21368273,False,False,False,False,False,True,Entire home/apt,6.0,5.0,4.0,3.0,10.6694045174538,True,2.0,1,1.0,within an hour,0.88,0.96,True,Honolulu,East Honolulu,21.28603,-157.71761,98,1.0,27,90.0,27.0,90.0,20,2,1.0,0.22,4.85,4.75,4.9,4.8,False,260.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,35.5,36.6,13.8,20.5
21371464,False,False,True,False,False,False,Entire home/apt,6.0,3.0,2.0,2.0,8.139630390143736,False,1.0,1,1.0,within an hour,1.0,1.0,True,Honolulu,Ewa,21.34208,-158.1183,139,1.0,24,180.0,23.7,180.0,39,0,0.0,0.41,4.85,4.9,4.9,4.85,False,212.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,42.4,41.2,46.3,48.4
21373363,False,False,False,True,False,False,Private room,2.0,1.0,1.0,1.0,8.139630390143736,True,2.0,2,0.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.288,-157.83372,309,9.0,2,1125.0,2.0,1125.0,310,42,2.0,3.22,4.84,4.87,4.86,4.96,True,145.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,23.9,31.4,1.2,5.1
21412178,True,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,10.242299794661191,False,287.0,219,218.0,within an hour,0.99,1.0,True,Honolulu,Primary Urban Center,21.27195,-157.82169,335,24.0,2,90.0,2.0,90.0,92,16,1.0,0.98,4.41,4.46,4.91,4.76,False,181.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,27.9,36.1,3.4,12.2
20716266,True,False,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,8.268309377138946,False,4.0,4,4.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.2856,-157.83948,344,20.0,3,30.0,3.0,30.0,199,23,0.0,2.09,4.68,4.48,4.9,4.8,True,170.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,23.6,35.4,1.4,6.9
21039307,False,False,False,False,False,False,Entire home/apt,8.0,4.0,3.0,2.0,9.631759069130732,True,27.0,26,26.0,within an hour,1.0,1.0,True,Honolulu,Koolauloa,21.705,-157.99559,248,8.0,1,1125.0,2.8,429.6,29,3,0.0,0.32,4.97,4.83,5.0,4.9,True,1154.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,69.0,72.2,72.0,76.0
21057990,True,False,False,False,False,False,Entire home/apt,4.0,3.0,1.0,1.0,9.604380561259411,True,206.0,204,204.0,within an hour,0.99,1.0,True,Honolulu,Primary Urban Center,21.27772,-157.82307,195,0.0,1,1125.0,6.6,917.0,13,0,0.0,0.14,4.46,4.77,4.77,4.85,True,112.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,26.2,35.0,2.6,9.2
21070834,False,True,False,False,False,False,Entire home/apt,4.0,1.0,1.0,1.0,14.795345653661876,True,12.0,11,11.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.283472323467723,-157.83842109265026,259,10.0,2,120.0,2.3,120.0,117,23,4.0,1.25,4.84,4.83,4.92,4.91,True,203.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,23.7,37.0,0.8,4.6
21072715,False,False,True,False,False,False,Entire home/apt,4.0,4.0,3.0,2.0,8.199863107460644,False,1.0,1,1.0,missing,0.0,0.25,True,Honolulu,Primary Urban Center,21.33444,-157.83744,130,0.0,30,1125.0,30.0,1125.0,120,1,1.0,1.24,4.93,4.79,4.88,4.98,False,166.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,1,0,0,22.7,27.8,8.6,17.1
21108381,True,False,False,False,False,False,Entire home/apt,4.0,2.0,0.0,1.0,8.974674880219029,True,3.0,3,3.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27655,-157.82384,127,9.0,4,1125.0,4.0,1125.0,28,5,1.0,0.29,4.93,4.96,4.79,4.89,True,170.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,28.0,35.6,2.7,9.6
21110274,True,False,False,False,False,False,Entire home/apt,5.0,4.0,2.0,2.0,9.604380561259411,True,206.0,204,204.0,within an hour,0.99,1.0,True,Honolulu,Primary Urban Center,21.279881,-157.8241445,231,1.0,1,1125.0,14.0,642.5,11,0,0.0,0.11,4.73,4.55,4.82,4.82,True,113.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,25.9,34.1,2.2,8.3
21128177,False,False,True,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,9.64271047227926,True,3.0,3,3.0,within an hour,1.0,0.82,True,Honolulu,Primary Urban Center,21.26818,-157.81377,72,0.0,30,112.0,30.0,112.0,184,6,1.0,1.9,4.96,4.95,4.94,5.0,False,115.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,27.7,34.0,4.1,12.7
21141013,False,True,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,14.795345653661876,True,12.0,11,11.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.28352,-157.83719,308,8.0,2,60.0,2.3,60.0,171,27,4.0,1.83,4.9,4.85,4.91,4.99,True,239.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,23.8,36.9,0.6,3.1
21155940,False,False,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,10.310746064339494,True,1.0,1,1.0,within an hour,1.0,1.0,True,Honolulu,Koolaupoko,21.39867,-157.75066,130,6.0,30,65.0,30.0,1125.0,171,6,0.0,1.77,4.95,4.91,4.88,4.98,False,100.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,38.3,36.6,23.3,32.5
21165079,True,False,False,False,False,False,Entire home/apt,6.0,4.0,3.0,1.0,8.711841204654347,True,2.0,2,2.0,within a few hours,1.0,0.86,True,Honolulu,Primary Urban Center,21.27729,-157.82396,301,30.0,30,1125.0,26.6,1125.0,84,4,0.0,0.9,4.85,4.77,4.98,4.93,True,345.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,28.1,35.6,2.6,9.1
21174844,False,True,False,False,False,False,Entire home/apt,2.0,2.0,0.0,1.0,9.831622176591376,True,18.0,16,16.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.28014,-157.82752,129,6.0,1,1125.0,2.5,1125.0,251,41,4.0,2.64,4.93,4.91,4.98,4.99,False,144.0,True,True,True,True,False,True,True,True,True,False,False,0,0,0,0,0,0,0,25.8,34.0,2.2,8.2
21178749,True,False,False,False,False,False,Entire home/apt,4.0,2.0,0.0,1.0,13.34154688569473,True,25.0,24,24.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.2802294,-157.8273114,334,10.0,1,365.0,1.0,365.0,49,0,0.0,0.51,4.78,4.71,4.96,4.88,True,154.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,25.8,33.9,2.1,8.1
21179848,False,False,False,False,False,False,Private room,4.0,3.0,1.0,1.0,11.033538672142368,True,2.0,2,1.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.28331,-157.83774,281,7.0,1,1125.0,1.0,1125.0,120,11,1.0,1.25,4.7,4.63,4.88,4.91,True,165.0,True,True,True,True,False,True,True,True,True,True,False,0,0,0,0,0,0,0,23.8,36.6,0.7,3.3
21188275,False,False,True,False,False,False,Entire home/apt,14.0,8.0,6.0,4.0,8.626967830253252,False,10.0,6,6.0,within an hour,1.0,0.98,True,Honolulu,Koolauloa,21.66212,-157.93161,303,12.0,5,365.0,6.5,365.0,34,11,1.0,0.38,4.71,4.76,4.97,4.68,True,1890.0,True,True,False,True,False,True,False,True,True,False,True,0,0,0,0,0,0,0,67.4,74.9,59.1,73.9
21188670,True,False,False,False,False,False,Entire home/apt,3.0,2.0,1.0,1.0,8.626967830253252,False,10.0,6,6.0,within an hour,1.0,0.98,True,Honolulu,Primary Urban Center,21.28016,-157.82748,324,13.0,2,365.0,3.4,365.0,83,13,1.0,0.94,4.61,4.64,4.88,4.61,True,104.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,25.8,33.9,2.1,8.1
21188974,False,False,True,False,False,False,Entire home/apt,16.0,15.0,10.0,6.0,8.251882272416154,False,5.0,4,4.0,within an hour,1.0,0.83,True,Honolulu,Koolauloa,21.62904,-157.92294,365,30.0,30,1124.0,30.0,1124.0,9,0,0.0,0.11,4.89,5.0,5.0,4.56,False,2607.0,True,True,True,True,False,True,False,True,True,True,True,0,0,0,0,0,0,0,62.6,66.7,54.3,65.7
21189913,False,False,True,False,False,False,Entire home/apt,4.0,1.0,1.0,1.0,8.284736481861739,False,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.28594,-157.78628,219,12.0,30,60.0,30.0,1125.0,166,5,0.0,1.72,4.88,4.83,4.96,4.96,True,90.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,29.0,30.6,7.3,14.4
21192912,False,True,False,False,False,False,Entire home/apt,3.0,2.0,0.0,1.0,8.974674880219029,True,3.0,3,3.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27655,-157.82384,134,4.0,4,1125.0,4.0,1125.0,152,32,2.0,1.62,4.93,4.92,4.96,4.92,True,175.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,28.0,35.6,2.7,9.6
21209933,False,True,False,False,False,False,Entire home/apt,12.0,6.0,2.0,2.0,11.312799452429845,False,1.0,1,1.0,missing,0.0,0.0,True,Honolulu,Primary Urban Center,21.28078,-157.82719,171,0.0,90,120.0,90.0,120.0,112,0,0.0,1.2,4.86,4.73,4.97,4.91,False,250.0,False,True,True,True,True,True,True,True,True,True,True,0,0,0,0,1,0,0,25.8,34.5,2.1,8.6
21216667,False,False,False,False,False,True,Entire home/apt,4.0,0.0,2.0,2.0,10.869267624914444,True,44.0,40,40.0,within an hour,1.0,0.98,True,Honolulu,Ewa,21.34339,-158.12182,87,13.0,30,1125.0,30.0,1125.0,1,1,0.0,0.23,5.0,5.0,5.0,5.0,False,155.0,False,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,40.1,37.4,44.0,44.7
21218116,True,False,False,False,False,False,Entire home/apt,3.0,2.0,1.0,1.0,10.277891854893909,False,32.0,29,29.0,within an hour,0.93,0.98,True,Honolulu,Primary Urban Center,21.28531,-157.83806,311,17.0,1,1125.0,1.8,227.0,63,2,0.0,0.66,4.54,4.59,4.79,4.48,True,166.0,True,True,False,True,False,True,True,True,True,True,False,0,0,0,0,0,0,0,23.5,34.2,1.0,5.4
21222070,False,False,False,False,False,False,Entire home/apt,5.0,4.0,0.0,1.0,8.16974674880219,False,1.0,1,1.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.2724,-157.78576,233,8.0,30,1125.0,30.0,1125.0,44,2,0.0,0.46,5.0,5.0,4.91,5.0,True,167.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,29.2,31.3,7.4,15.1
21436707,False,False,False,False,False,False,Entire home/apt,6.0,3.0,1.0,1.0,11.876796714579056,False,19.0,18,15.0,within a few hours,1.0,0.99,True,Honolulu,Primary Urban Center,21.28363,-157.83212,302,18.0,3,1125.0,2.3,625.3,33,2,1.0,0.38,4.88,4.82,4.79,4.94,False,332.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,25.6,34.0,1.4,4.9
21474022,False,False,False,False,False,False,Entire home/apt,5.0,2.0,2.0,1.0,10.477754962354553,True,8.0,2,2.0,within a few hours,1.0,0.6,True,Honolulu,Ewa,21.31299,-157.9995,364,29.0,30,1125.0,30.0,1125.0,95,2,0.0,0.99,4.56,4.69,4.64,4.89,False,185.0,False,True,True,True,False,True,True,True,True,False,False,0,0,0,0,0,0,0,36.1,39.4,39.9,46.7
21502740,False,True,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,8.53388090349076,True,4.0,3,3.0,within an hour,1.0,0.98,True,Honolulu,Primary Urban Center,21.27486,-157.82513,260,3.0,2,1125.0,2.0,1125.0,274,39,5.0,2.94,4.92,4.95,4.96,4.96,False,107.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,28.1,35.0,3.2,11.4
21506042,False,True,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,11.29637234770705,True,11.0,11,9.0,within an hour,1.0,0.83,True,Honolulu,Primary Urban Center,21.27718,-157.8248,258,30.0,2,360.0,2.0,360.0,5,1,0.0,0.06,4.4,4.4,4.8,4.2,False,214.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,26.3,35.1,2.6,9.3
21533158,True,False,False,False,False,False,Entire home/apt,7.0,4.0,1.0,1.0,6.751540041067762,False,50.0,29,28.0,within an hour,1.0,0.99,True,Honolulu,Primary Urban Center,21.27567,-157.82078,229,15.0,2,1125.0,2.0,1125.0,187,20,0.0,1.95,4.74,4.72,4.92,4.91,False,177.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,27.9,35.2,3.2,11.0
21552551,False,True,False,False,False,False,Entire home/apt,2.0,2.0,0.0,1.0,13.475701574264203,True,21.0,20,20.0,within a few hours,1.0,0.96,True,Honolulu,Primary Urban Center,21.2856,-157.83948,292,8.0,1,28.0,1.0,28.0,53,4,0.0,0.62,4.85,4.77,4.79,4.98,False,114.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,23.6,35.4,1.4,6.9
21567364,False,False,False,False,False,False,Private room,4.0,4.0,2.0,1.0,13.754962354551678,False,2.0,2,0.0,within an hour,1.0,1.0,True,Honolulu,Koolauloa,21.638648848422974,-157.9188168609032,320,26.0,30,1125.0,30.0,1125.0,1,0,0.0,0.01,5.0,5.0,5.0,5.0,False,506.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,66.7,73.0,58.4,72.0
21579195,False,False,True,False,False,False,Entire home/apt,6.0,5.0,3.0,2.5,11.378507871321013,False,2.0,2,2.0,within a few hours,0.9,0.67,True,Honolulu,Koolaupoko,21.33575,-157.6991,274,28.0,30,1125.0,29.0,1125.0,16,0,0.0,0.18,5.0,4.81,4.94,5.0,False,275.0,False,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,44.6,45.5,28.8,38.4
21604377,True,False,False,False,False,False,Entire home/apt,3.0,2.0,0.0,1.0,8.093086926762492,True,1.0,1,1.0,within an hour,1.0,0.67,True,Honolulu,Waianae,21.48168,-158.2047,319,14.0,30,160.0,30.0,160.0,23,3,1.0,0.25,4.87,4.74,4.7,4.96,False,88.0,False,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,59.4,58.0,63.3,65.3
21610044,False,False,False,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,8.402464065708418,True,1.0,1,1.0,within an hour,1.0,1.0,True,Honolulu,Koolaupoko,21.38873,-157.71335,254,6.0,29,30.0,29.0,1125.0,79,9,1.0,0.84,5.0,4.96,4.99,4.97,False,287.0,True,True,True,True,False,True,True,True,True,False,False,0,0,0,0,0,0,0,42.4,47.1,26.6,40.3
21621209,False,False,True,False,False,False,Entire home/apt,7.0,2.0,2.0,2.5,13.352498288843258,False,2.0,2,2.0,within a day,1.0,0.67,True,Honolulu,Koolaupoko,21.39668,-157.72954,308,23.0,29,1125.0,29.0,1125.0,1,0,0.0,0.01,5.0,5.0,5.0,5.0,False,625.0,True,True,False,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,40.2,42.2,24.4,35.4
21636058,True,False,False,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,10.557152635181383,True,1.0,1,1.0,within a few hours,1.0,0.83,True,Honolulu,Primary Urban Center,21.28429,-157.83108,287,12.0,30,180.0,30.0,180.0,32,1,0.0,0.34,4.78,4.63,4.81,4.94,False,59.0,False,True,True,True,False,True,False,True,True,False,True,0,0,0,0,0,0,0,25.2,32.4,1.5,6.6
21646165,True,False,False,False,False,False,Entire home/apt,4.0,3.0,1.0,1.0,10.28062970568104,True,121.0,119,119.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27479,-157.82098,307,9.0,1,365.0,1.9,365.0,181,18,0.0,1.9,4.77,4.77,4.91,4.9,True,220.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,26.7,35.6,3.0,9.8
21661461,False,True,False,False,False,False,Entire home/apt,2.0,2.0,1.0,1.0,8.082135523613964,False,1.0,1,1.0,within an hour,1.0,0.5,True,Honolulu,Koolaupoko,21.41579,-157.74854,365,30.0,4,1125.0,30.0,1125.0,24,1,0.0,0.27,5.0,5.0,4.92,5.0,False,180.0,True,True,True,False,False,True,True,True,True,False,False,0,0,0,0,0,0,0,37.8,35.4,25.0,33.6
