id,is_entire_condo,is_entire_rental_unit,is_entire_home,is_room_in_hotel,is_entire_serviced_apartment,is_entire_townhouse,room_type,accommodates,beds,bedrooms,bathrooms,host_years,host_is_superhost,host_listings_count,calculated_host_listings_count,calculated_host_listings_count_entire_homes,host_response_time,host_response_rate,host_acceptance_rate,host_has_profile_pic,neighbourhood_group,neighbourhood,latitude,longitude,availability_365,availability_30,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_communication,instant_bookable,price,has_license,has_air_conditioning,has_hot_water,has_kitchen,has_gym,has_wifi,has_hair_dryer,has_microwave,has_refrigerator,has_pool,has_washer,review_scores_rating_missing,review_scores_cleanliness_missing,review_scores_location_missing,review_scores_communication_missing,host_response_rate_missing,host_acceptance_rate_missing,reviews_per_month_missing,drive_dist_hnl_km,drive_time_hnl_min,drive_dist_wk_km,drive_time_wk_min
18465,False,True,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,15.885010266940451,True,5.0,4,4.0,within a few hours,1.0,1.0,True,Honolulu,Primary Urban Center,21.27358,-157.82087,365,30.0,3,1125.0,3.0,1125.0,102,1,0.0,0.56,4.81,4.72,4.93,4.93,False,245.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,27.6,33.8,3.2,10.4
18466,False,True,False,False,False,False,Entire home/apt,4.0,1.0,1.0,1.0,15.885010266940451,True,5.0,4,4.0,within a few hours,1.0,1.0,True,Honolulu,Primary Urban Center,21.27437,-157.82043,281,26.0,2,365.0,3.0,1125.0,97,3,0.0,0.53,4.88,4.76,4.93,4.95,True,270.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,26.7,35.8,3.0,9.9
20562,True,False,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,15.835728952772074,True,7.0,7,7.0,within an hour,0.95,1.0,True,Honolulu,Primary Urban Center,21.27918,-157.82846,54,6.0,1,365.0,3.9,365.0,116,19,2.0,0.9,4.84,4.76,4.95,4.91,True,113.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,26.0,35.3,2.3,9.5
37099,False,True,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,15.7782340862423,True,4.0,3,3.0,within an hour,1.0,0.98,True,Honolulu,Primary Urban Center,21.27151,-157.82316,181,6.0,3,100.0,3.0,100.0,352,27,1.0,1.92,4.83,4.8,4.91,4.92,False,120.0,True,True,True,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,27.7,33.9,3.9,11.7
38634,False,False,False,True,False,False,Private room,2.0,4.0,1.0,1.0,15.40041067761807,True,5.0,3,2.0,within a few hours,1.0,0.88,True,Honolulu,Primary Urban Center,21.28334,-157.8379,282,9.0,1,14.0,1.0,14.0,435,22,1.0,2.39,4.84,4.86,4.89,4.91,False,196.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,23.7,36.4,0.9,4.8
68045,False,True,False,False,False,False,Entire home/apt,6.0,3.0,2.0,2.0,8.344969199178644,False,2.0,1,1.0,missing,0.0,0.0,True,Honolulu,Koolauloa,21.70082,-157.99377,0,0.0,1,60.0,1.0,1125.0,455,14,0.0,2.57,4.68,4.66,4.85,4.87,True,464.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,1,1,0,69.5,73.2,72.6,77.0
485229,False,False,False,False,False,False,Private room,2.0,1.0,1.0,1.0,13.555099247091034,True,2.0,2,0.0,within a day,1.0,0.75,True,Honolulu,Koolaupoko,21.3976,-157.73564,234,2.0,7,29.0,6.7,29.0,63,14,2.0,0.41,4.86,4.84,4.97,4.87,False,300.0,True,True,True,False,False,True,True,True,True,False,False,0,0,0,0,0,0,0,39.4,40.6,23.6,33.8
485244,False,False,False,False,False,False,Private room,3.0,2.0,1.0,1.0,13.555099247091034,True,2.0,2,0.0,within a day,1.0,0.75,True,Honolulu,Koolaupoko,21.39929,-157.73733,240,7.0,5,31.0,5.0,31.0,35,2,0.0,0.27,4.77,4.71,4.86,4.83,False,351.0,True,True,True,True,False,True,True,True,True,False,False,0,0,0,0,0,0,0,39.3,40.7,23.5,33.9
497782,True,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,13.535934291581109,False,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.28041,-157.82452,172,25.0,30,190.0,30.0,190.0,65,0,0.0,0.4,4.55,4.25,4.75,4.8,False,99.0,True,True,False,True,False,True,True,False,False,True,True,0,0,0,0,0,0,0,25.8,33.1,2.1,7.3
521895,False,True,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,13.8507871321013,False,1.0,1,1.0,within a day,0.5,0.0,True,Honolulu,Primary Urban Center,21.28146,-157.82811,365,30.0,90,365.0,90.0,365.0,132,0,0.0,0.82,4.3,4.31,4.8,4.65,False,103.0,True,True,True,True,False,True,True,True,True,False,False,0,0,0,0,0,1,0,25.6,33.3,1.9,7.5
551138,False,True,False,False,False,False,Entire home/apt,2.0,2.0,1.0,1.0,13.456536618754278,False,5.0,5,5.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27459,-157.81327,246,22.0,30,365.0,30.0,1125.0,104,2,0.0,0.65,4.44,4.5,4.6,4.73,True,80.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,26.9,32.0,3.9,11.3
583095,True,False,False,False,False,False,Entire home/apt,6.0,3.0,2.0,2.0,13.412731006160165,True,15.0,15,15.0,within an hour,0.93,1.0,True,Honolulu,Ewa,21.33646,-158.12241,314,14.0,6,60.0,6.0,251.4,46,3,0.0,0.29,4.83,4.83,4.91,4.78,False,424.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,40.6,38.0,44.5,45.2
104447,True,False,False,False,False,False,Entire home/apt,2.0,2.0,1.0,1.0,15.885010266940451,True,5.0,4,4.0,within a few hours,1.0,1.0,True,Honolulu,Primary Urban Center,21.29021,-157.83665,132,0.0,30,1125.0,30.0,1125.0,29,2,0.0,0.2,4.83,4.9,4.86,5.0,False,125.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,23.5,34.5,1.3,5.8
104452,False,True,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,15.885010266940451,True,5.0,4,4.0,within a few hours,1.0,1.0,True,Honolulu,Primary Urban Center,21.279676,-157.823944,224,10.0,30,1125.0,40.4,1125.0,47,0,0.0,0.3,4.57,4.45,4.76,4.61,False,110.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,26.3,36.0,2.6,10.2
152046,True,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,15.7782340862423,True,4.0,3,3.0,within an hour,1.0,0.98,True,Honolulu,Primary Urban Center,21.27296,-157.82239,295,12.0,3,100.0,3.0,1125.0,407,30,1.0,2.36,4.73,4.74,4.89,4.94,True,104.0,True,True,True,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,27.8,35.1,3.3,11.2
164132,True,False,False,False,False,False,Entire home/apt,8.0,5.0,3.0,3.0,14.420260095824778,True,1.0,1,1.0,within an hour,1.0,1.0,True,Honolulu,Ewa,21.33491,-158.1222,305,4.0,6,90.0,6.9,1125.0,171,27,1.0,1.36,4.94,4.94,4.98,4.97,False,679.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,40.7,38.2,44.5,45.4
164963,False,False,False,False,False,False,Entire home/apt,6.0,5.0,2.0,1.0,14.431211498973306,False,12.0,7,6.0,a few days or more,0.41,0.16,True,Honolulu,North Shore Oahu,21.66324,-158.05261,335,30.0,30,365.0,30.0,365.0,133,1,0.0,0.78,4.82,4.54,4.99,4.69,False,400.0,True,True,True,True,True,True,True,True,True,False,True,0,0,0,0,0,0,0,60.1,60.4,64.0,67.6
210968,False,False,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,14.269678302532512,True,2.0,2,2.0,missing,0.0,1.0,True,Honolulu,North Shore Oahu,21.67876,-158.03348,90,30.0,30,180.0,30.0,1125.0,535,3,0.0,3.15,4.67,4.68,4.81,4.89,False,500.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,1,0,0,62.8,63.9,66.7,71.1
220361,False,False,True,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,14.376454483230663,False,1.0,1,1.0,missing,0.0,0.0,True,Honolulu,Primary Urban Center,21.27357,-157.79972,365,30.0,30,365.0,30.0,365.0,36,0,0.0,0.21,4.44,3.83,4.69,4.6,False,175.0,False,False,False,True,False,True,False,False,False,False,True,0,0,0,0,1,0,0,27.8,30.7,5.4,14.7
223639,False,False,False,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,14.2258726899384,False,1.0,1,1.0,a few days or more,0.2,0.0,True,Honolulu,Waianae,21.47047,-158.21733,51,7.0,14,180.0,14.0,180.0,368,0,0.0,2.17,4.82,4.82,4.42,4.9,False,65.0,True,True,True,False,False,True,True,False,False,False,True,0,0,0,0,0,0,0,57.0,55.8,60.9,63.1
227594,False,False,False,False,False,False,Private room,8.0,3.0,1.0,1.5,14.212183436002736,False,2.0,2,0.0,missing,0.0,1.0,True,Honolulu,North Shore Oahu,21.58052,-158.10854,365,30.0,30,760.0,30.0,1125.0,369,0,0.0,2.18,4.62,4.2,4.7,4.79,True,125.0,False,True,True,True,False,True,True,False,False,False,True,0,0,0,0,1,0,0,49.3,48.4,53.2,55.7
239370,True,False,False,False,False,False,Entire home/apt,4.0,3.0,1.0,1.0,14.168377823408624,True,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27601,-157.82068,256,18.0,2,1125.0,2.0,1125.0,157,15,0.0,0.99,4.61,4.59,4.83,4.82,False,125.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,27.9,35.3,3.2,11.1
256422,False,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,14.105407255304586,True,2.0,2,2.0,within a day,1.0,0.9,True,Honolulu,North Shore Oahu,21.68122,-158.03032,365,30.0,30,365.0,30.0,365.0,129,1,0.0,0.78,4.83,4.86,4.8,4.94,False,200.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,63.3,65.0,67.2,72.3
263442,False,False,False,False,False,False,Entire home/apt,5.0,2.0,2.0,1.0,14.080766598220396,False,1.0,1,1.0,within a few hours,1.0,1.0,True,Honolulu,East Honolulu,21.3096,-157.70817,335,0.0,30,365.0,30.0,365.0,84,0,0.0,0.53,4.95,4.85,4.96,4.92,False,149.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,39.3,42.5,17.6,26.3
307004,False,True,False,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,13.91375770020534,False,2.0,2,2.0,within a day,1.0,0.67,True,Honolulu,Koolaupoko,21.39784,-157.73064,203,15.0,30,360.0,30.0,360.0,211,1,1.0,1.29,4.98,4.98,4.97,4.99,False,229.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,40.0,41.4,24.2,34.6
370635,False,True,False,False,False,False,Entire home/apt,3.0,2.0,0.0,1.0,13.752224503764545,False,3.0,3,3.0,within a few hours,0.88,0.98,True,Honolulu,Primary Urban Center,21.28567,-157.83336,270,30.0,1,730.0,1.0,730.0,185,15,0.0,1.13,4.75,4.78,4.83,4.89,False,93.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,25.0,32.8,0.8,4.0
385185,False,False,False,False,False,False,Private room,1.0,1.0,1.0,1.0,13.727583846680355,False,2.0,2,1.0,within a few hours,1.0,0.83,True,Honolulu,East Honolulu,21.27172,-157.70183,311,25.0,29,180.0,28.5,180.0,258,1,0.0,1.59,4.83,4.87,4.93,4.94,False,65.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,38.2,41.4,16.4,25.2
408489,False,True,False,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,13.91375770020534,False,2.0,2,2.0,within a day,1.0,0.67,True,Honolulu,Koolaupoko,21.39792,-157.72926,25,0.0,30,360.0,29.4,360.0,41,0,0.0,0.28,4.98,4.93,4.97,5.0,False,289.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,40.2,42.2,24.4,35.4
424902,False,False,False,False,False,False,Entire home/apt,4.0,1.0,1.0,1.0,13.65639972621492,False,1.0,1,1.0,within a few hours,1.0,1.0,True,Honolulu,Koolaupoko,21.41798,-157.74791,282,7.0,30,90.0,30.0,90.0,168,1,0.0,1.04,4.84,4.9,4.78,4.96,False,205.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,38.2,36.0,25.4,34.2
426613,True,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,13.8507871321013,True,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27513,-157.82463,251,7.0,1,1125.0,1.0,1125.0,339,31,2.0,2.09,4.61,4.57,4.86,4.85,False,120.0,True,True,True,True,False,True,True,True,True,False,False,0,0,0,0,0,0,0,28.1,35.0,3.2,11.4
596595,False,True,False,False,False,False,Entire home/apt,3.0,3.0,1.0,1.0,13.456536618754278,False,5.0,5,5.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27603,-157.81273,365,30.0,30,365.0,30.0,1125.0,86,0,0.0,0.54,4.41,4.5,4.54,4.68,False,80.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,26.7,31.5,3.8,11.5
626156,False,True,False,False,False,False,Entire home/apt,5.0,2.0,2.0,1.0,13.352498288843258,False,2.0,2,2.0,within a day,1.0,0.67,True,Honolulu,Koolaupoko,21.39627,-157.72998,90,1.0,29,1125.0,29.0,1125.0,66,2,0.0,0.43,4.89,4.91,4.95,4.92,False,400.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,40.1,42.0,24.3,35.2
633314,True,False,False,False,False,False,Entire home/apt,4.0,2.0,0.0,1.0,13.34154688569473,True,25.0,24,24.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.28014755249023,-157.82752990722656,337,12.0,1,365.0,1.0,365.0,105,3,0.0,0.66,4.81,4.83,4.9,4.92,True,164.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,25.8,34.0,2.2,8.2
669834,True,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,13.535934291581109,False,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.28632,-157.83147,269,24.0,31,210.0,31.0,210.0,61,1,0.0,0.4,4.33,4.2,4.59,4.75,False,71.0,True,True,False,True,False,True,True,False,False,True,True,0,0,0,0,0,0,0,24.8,31.0,1.1,5.2
673201,False,False,False,False,False,False,Entire home/apt,2.0,4.0,1.0,1.0,13.270362765229295,True,4.0,1,1.0,within an hour,0.92,0.94,True,Honolulu,Ewa,21.3475,-158.08504,248,8.0,30,60.0,30.0,60.0,35,2,0.0,0.38,4.66,4.34,4.77,4.74,False,87.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,34.9,32.6,38.8,39.8
722158,True,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,13.8507871321013,True,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.2769,-157.82227,322,8.0,1,1125.0,1.0,1125.0,263,20,1.0,1.69,4.62,4.56,4.82,4.82,True,120.0,True,True,True,True,False,True,True,True,True,False,False,0,0,0,0,0,0,0,28.1,36.0,3.0,10.0
1069333,False,True,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,13.322381930184806,False,3.0,3,3.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.2702,-157.81402,109,2.0,90,730.0,90.3,730.0,136,0,0.0,0.92,4.56,4.7,4.87,4.76,False,85.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,27.5,33.3,4.0,12.2
1089964,True,False,False,False,False,False,Entire home/apt,4.0,2.0,0.0,1.0,13.34154688569473,True,25.0,24,24.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.2802294,-157.8273114,323,11.0,1,365.0,1.0,365.0,95,0,0.0,0.63,4.82,4.83,4.91,4.8,True,164.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,25.8,33.9,2.1,8.1
1104128,False,False,False,False,False,False,Private room,8.0,4.0,2.0,2.0,13.059548254620124,False,1.0,1,0.0,missing,0.0,0.0,True,Honolulu,Ewa,21.33164,-158.12122,256,0.0,7,7.0,7.0,7.0,8,1,0.0,0.08,5.0,5.0,5.0,5.0,False,990.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,1,0,0,41.2,39.7,45.1,47.0
1129061,False,True,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,12.596851471594798,True,1.0,1,1.0,within an hour,1.0,0.96,True,Honolulu,Primary Urban Center,21.28548,-157.83952,202,17.0,3,180.0,3.0,1125.0,220,14,0.0,1.67,4.89,4.81,4.93,4.94,True,137.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,23.5,34.4,0.9,5.1
769848,True,False,False,False,False,False,Entire home/apt,5.0,3.0,2.0,2.0,13.557837097878163,False,6.0,3,3.0,within an hour,1.0,1.0,True,Honolulu,Ewa,21.33563,-158.1228,156,2.0,6,365.0,6.0,1125.0,86,6,0.0,0.56,4.97,4.93,4.95,4.95,False,627.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,40.7,38.0,44.5,45.2
789456,False,True,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,13.089664613278575,False,3.0,3,3.0,within a few hours,1.0,1.0,True,Honolulu,Primary Urban Center,21.28354,-157.83937,215,5.0,3,1125.0,3.0,1125.0,8,1,0.0,0.07,4.5,4.75,5.0,4.63,False,165.0,True,True,True,True,False,True,True,False,False,True,True,0,0,0,0,0,0,0,23.7,35.7,0.9,5.0
804274,False,True,False,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,13.032169746748805,True,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27185,-157.82158,287,19.0,3,1125.0,3.0,1125.0,177,2,0.0,1.15,4.82,4.87,4.97,4.99,False,181.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,27.5,33.5,3.8,11.3
808786,False,False,False,False,False,False,Entire home/apt,2.0,2.0,1.0,1.0,13.02669404517454,True,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Koolaupoko,21.39559,-157.73244,249,7.0,2,1125.0,2.0,1125.0,413,58,5.0,3.27,4.86,4.88,4.96,4.96,False,285.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,39.8,41.1,24.0,34.3
841416,False,False,False,False,False,False,Entire home/apt,6.0,2.0,2.0,1.0,12.980150581793293,True,9.0,9,9.0,within an hour,1.0,0.99,True,Honolulu,Koolauloa,21.64881,-157.91613,323,19.0,29,1125.0,28.7,1125.0,375,38,1.0,3.05,4.78,4.84,4.87,4.9,False,250.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,65.4,71.0,57.1,70.0
867486,False,False,False,False,False,False,Private room,5.0,5.0,3.0,1.0,13.754962354551678,False,2.0,2,0.0,within an hour,1.0,1.0,True,Honolulu,Koolauloa,21.64755,-157.91937,321,26.0,1,1125.0,1.0,1125.0,26,0,0.0,0.27,4.69,4.88,4.85,4.92,False,562.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,65.0,70.0,56.7,69.0
873736,True,False,False,False,False,False,Entire home/apt,3.0,2.0,1.0,1.0,14.168377823408624,True,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.281513,-157.82576,364,29.0,180,730.0,180.0,730.0,54,0,0.0,0.35,4.52,4.56,4.83,4.85,False,88.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,25.6,32.8,1.9,7.0
875693,False,False,False,False,False,False,Private room,3.0,4.0,1.0,1.0,12.91170431211499,False,1.0,1,0.0,within a few hours,1.0,0.54,True,Honolulu,Koolaupoko,21.38422,-157.7123,340,15.0,3,35.0,3.0,35.0,49,5,0.0,0.85,4.67,4.65,4.96,4.82,False,295.0,True,True,False,True,False,True,False,False,False,False,True,0,0,0,0,0,0,0,43.3,48.9,27.5,42.1
935796,False,False,False,False,False,False,Entire home/apt,2.0,2.0,1.0,1.0,14.351813826146476,True,1.0,1,1.0,within an hour,1.0,0.83,True,Honolulu,Primary Urban Center,21.27306,-157.79921,99,13.0,30,90.0,29.8,90.0,197,3,0.0,1.29,4.94,4.89,4.89,4.98,False,159.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,28.0,31.2,5.4,14.8
953390,False,False,False,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,12.788501026694044,False,1.0,1,1.0,within a few hours,1.0,1.0,True,Honolulu,Koolaupoko,21.3901,-157.71628,192,8.0,30,180.0,30.0,180.0,76,2,0.0,0.69,4.91,4.78,4.96,4.97,False,180.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,42.1,46.7,26.3,39.8
978111,False,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,12.752908966461328,False,2.0,2,2.0,within a few hours,1.0,0.75,True,Honolulu,Koolaupoko,21.40241,-157.7721,364,29.0,30,365.0,30.0,365.0,134,1,0.0,0.89,4.78,4.75,4.82,4.99,False,130.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,34.6,30.8,22.5,28.5
1001265,True,False,False,False,False,False,Entire home/apt,2.0,2.0,0.0,1.0,12.733744010951405,False,8.0,7,7.0,within an hour,1.0,0.99,True,Honolulu,Primary Urban Center,21.28765,-157.83847,341,17.0,3,365.0,3.0,1125.0,217,17,2.0,1.45,4.39,4.27,4.84,4.71,True,135.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,23.9,36.2,1.4,6.0
1012360,False,False,True,False,False,False,Entire home/apt,6.0,4.0,4.0,2.5,12.752908966461328,False,2.0,2,2.0,within a few hours,1.0,0.75,True,Honolulu,Koolaupoko,21.40854,-157.78061,339,4.0,30,180.0,30.0,180.0,50,2,0.0,0.34,4.84,4.74,4.88,4.94,False,290.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,31.9,33.0,23.6,32.0
1014157,False,True,False,False,False,False,Entire home/apt,4.0,1.0,1.0,1.0,14.86379192334018,True,10.0,1,1.0,within a few hours,1.0,0.95,True,Honolulu,Waianae,21.45867,-158.20289,133,29.0,10,1125.0,25.9,860.5,76,1,0.0,0.54,4.89,4.86,4.4,4.99,False,150.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,54.9,52.6,58.8,59.8
1188024,False,True,False,False,False,False,Entire home/apt,6.0,3.0,2.0,3.0,11.676933607118412,False,2.0,1,1.0,missing,0.0,0.0,True,Honolulu,Koolauloa,21.69889,-157.99409,278,5.0,1,30.0,1.0,30.0,175,23,1.0,1.19,4.58,4.68,4.91,4.76,True,249.0,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,1,1,0,68.1,69.6,71.2,73.4
1197879,True,False,False,False,False,False,Entire home/apt,6.0,4.0,2.0,1.5,14.223134839151266,True,1.0,1,1.0,within an hour,1.0,0.97,True,Honolulu,Koolauloa,21.69941,-157.99477,176,15.0,3,30.0,3.0,1125.0,68,13,0.0,0.48,4.53,4.4,4.88,4.81,False,319.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,68.2,69.8,71.2,73.6
1229095,True,False,False,False,False,False,Entire home/apt,4.0,3.0,2.0,2.0,12.733744010951405,False,8.0,7,7.0,within an hour,1.0,0.99,True,Honolulu,Primary Urban Center,21.28658,-157.83594,148,7.0,30,180.0,30.0,180.0,23,3,1.0,0.23,4.96,4.57,5.0,4.96,False,220.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,23.8,36.2,0.8,4.6
1240279,True,False,False,False,False,False,Entire home/apt,5.0,3.0,2.0,2.0,12.503764544832306,False,2.0,1,1.0,within an hour,1.0,1.0,True,Honolulu,Ewa,21.34425,-158.12312,182,29.0,29,120.0,29.0,120.0,1,0,0.0,0.05,5.0,5.0,5.0,5.0,False,175.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,40.1,37.5,44.0,44.8
1252216,False,True,False,False,False,False,Entire home/apt,4.0,1.0,1.0,1.0,13.089664613278575,False,3.0,3,3.0,within a few hours,1.0,1.0,True,Honolulu,Primary Urban Center,21.28603,-157.84044,270,7.0,3,1125.0,3.0,1125.0,6,0,0.0,0.05,4.5,4.83,5.0,5.0,False,256.0,True,True,True,True,False,True,True,False,False,True,True,0,0,0,0,0,0,0,23.6,35.5,1.3,6.4
1291481,False,False,True,False,False,False,Entire home/apt,6.0,4.0,3.0,2.0,12.536618754277892,False,1.0,1,1.0,within a few hours,1.0,0.89,True,Honolulu,Koolauloa,21.60311,-157.90068,333,30.0,29,730.0,29.0,730.0,60,4,0.0,0.41,4.95,4.83,4.92,4.9,False,452.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,58.8,62.5,50.5,61.5
1303637,False,True,False,False,False,False,Entire home/apt,4.0,2.0,1.0,1.0,12.490075290896646,True,4.0,1,1.0,within a day,1.0,0.88,True,Honolulu,Primary Urban Center,21.28486,-157.83766,245,11.0,2,30.0,2.0,30.0,279,23,2.0,1.88,4.67,4.57,4.91,4.65,True,186.0,True,True,False,True,False,True,False,False,True,True,True,0,0,0,0,0,0,0,23.5,34.6,1.0,5.8
1346576,True,False,False,False,False,False,Entire home/apt,4.0,2.0,0.0,1.0,12.457221081451062,True,45.0,4,4.0,within a day,0.6,0.22,True,Honolulu,Primary Urban Center,21.29043,-157.84933,360,30.0,2,30.0,2.0,30.0,21,0,0.0,0.14,4.4,4.72,4.68,4.79,False,328.0,True,True,True,True,True,True,True,False,False,True,False,0,0,0,0,0,0,0,22.3,33.3,2.3,9.8
1873529,False,False,True,False,False,False,Entire home/apt,4.0,2.0,2.0,1.0,14.97330595482546,True,2.0,1,1.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.29153,-157.78836,82,21.0,30,180.0,30.0,1125.0,230,2,0.0,1.61,4.86,4.87,4.77,4.9,False,138.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,28.8,32.9,6.7,19.2
1893707,True,False,False,False,False,False,Entire home/apt,2.0,1.0,0.0,1.0,13.848049281314168,True,2.0,2,2.0,within an hour,1.0,1.0,True,Honolulu,Primary Urban Center,21.27215,-157.82257,339,7.0,1,1125.0,2.0,1125.0,608,42,3.0,4.15,4.71,4.72,4.95,4.9,True,131.0,True,True,True,True,False,True,True,True,True,True,True,0,0,0,0,0,0,0,27.8,35.4,3.4,11.5
1936548,False,True,False,False,False,False,Entire home/apt,2.0,1.0,1.0,1.0,12.062970568104038,True,3.0,3,3.0,within an hour,1.0,0.97,True,Honolulu,North Shore Oahu,21.64389,-158.0618,168,0.0,28,1125.0,29.4,1125.0,41,0,0.0,0.3,4.98,4.95,4.98,4.98,False,139.0,True,True,True,True,False,True,True,True,True,False,True,0,0,0,0,0,0,0,57.8,57.8,61.7,65.0
